name,position,cost,points
Ketel Marte,2B,3600.0,11.46
Vladimir Guerrero Jr.,1B,3600.0,10.55
Anthony Santander,OF/1B,3500.0,10.76
Chas McCormick,OF,3500.0,11.5
Adley Rutschman,C,3500.0,10.36
Josh Naylor,1B,3500.0,11.14
Manny Machado,3B,3500.0,10.78
CJ Abrams,SS,3400.0,10.54
Paul Goldschmidt,1B,3400.0,10.99
Ryan McMahon,2B/3B,3400.0,9.72
Alex Bregman,3B,3400.0,11.15
Charlie Blackmon,OF,3400.0,9.86
Randy Arozarena,OF,3400.0,11.43
Bryan Reynolds,OF,3400.0,11.26
Zack Gelof,2B,3400.0,12.01
Evan Carter,OF,3400.0,12.08
James Outman,OF,3400.0,9.77
Nico Hoerner,2B/SS,3400.0,11.56
Jonathan India,2B,3400.0,10.69
Davis Schneider,2B,3400.0,12.52
Josh Jung,3B,3300.0,10.68
Marcell Ozuna,OF,3300.0,11.21
Christian Walker,1B,3300.0,11.6
Josh Lowe,OF,3300.0,10.79
Lane Thomas,OF,3300.0,11.28
Chris Taylor,OF/3B/SS,3300.0,8.8
Ezequiel Tovar,SS,3300.0,9.04
TJ Friedl,OF,3300.0,10.71
Justin Turner,1B/3B,3200.0,11.0
Christopher Morel,OF/3B/2B,3200.0,10.8
Bo Bichette,SS,3200.0,10.27
Kris Bryant,OF,3200.0,8.26
J.P. Crawford,SS,3200.0,10.38
Dansby Swanson,SS,3200.0,10.37
Amed Rosario,SS,3200.0,8.48
Gleyber Torres,2B,3200.0,10.32
Elias Díaz,C,3200.0,8.05
Spencer Steer,OF/1B,3200.0,10.66
Xander Bogaerts,SS,3200.0,10.1
Mark Canha,OF/1B,3200.0,8.43
Ian Happ,OF,3200.0,10.7
Ke'Bryan Hayes,3B,3200.0,10.02
Jorge Polanco,3B/2B,3200.0,10.71
Hunter Goodman,C,3200.0,8.21
Mitch Garver,C,3200.0,10.81
William Contreras,C,3200.0,10.85
Spencer Torkelson,1B,3100.0,10.35
George Springer,OF,3100.0,10.39
Cedric Mullins,OF,3100.0,10.47
Jo Adell,OF,3100.0,10.03
Thairo Estrada,2B/SS,3100.0,10.3
Sean Murphy,C,3100.0,11.05
Ha-Seong Kim,2B/3B/SS,3100.0,10.42
Jason Heyward,OF,3100.0,7.56
Seiya Suzuki,OF,3100.0,10.65
Elly De La Cruz,3B/SS,3100.0,11.77
Cal Raleigh,C,3000.0,9.74
Bryson Stott,2B,3000.0,10.16
Isaac Paredes,3B/1B/2B,3000.0,10.62
Brandon Drury,1B/2B,3000.0,10.26
Andrés Giménez,2B,3000.0,9.64
J.T. Realmuto,C,3000.0,9.94
Lars Nootbaar,OF,3000.0,10.44
Adam Duvall,OF,3000.0,10.82
Nathaniel Lowe,1B,3000.0,10.35
Ryan O'Hearn,1B/OF,3000.0,8.8
Teoscar Hernández,OF,3000.0,9.86
Michael Harris II,OF,3000.0,9.94
Steven Kwan,OF,3000.0,9.82
Elehuris Montero,3B/1B,2900.0,7.51
Giancarlo Stanton,OF,2900.0,9.37
Carlos Santana,1B,2900.0,10.07
Nelson Velázquez,OF,2900.0,10.96
Logan O'Hoppe,C,2900.0,9.5
Luis Campusano,C,2900.0,9.41
David Peralta,OF,2900.0,6.58
José Abreu,1B,2900.0,8.84
Kerry Carpenter,OF,2900.0,9.84
Kolten Wong,2B,2900.0,5.23
Ryan Jeffers,C,2900.0,8.62
Brandon Belt,1B,2900.0,9.47
Brent Rooker,OF,2900.0,9.51
Andrew Vaughn,1B,2900.0,9.02
Travis d'Arnaud,C,2900.0,8.64
Matt Vierling,OF,2900.0,7.77
Christian Encarnacion-Strand,3B/1B,2900.0,9.57
Whit Merrifield,2B/OF,2900.0,9.45
Brendan Rodgers,2B,2900.0,7.89
Nolan Schanuel,1B,2900.0,9.0
Eugenio Suárez,3B,2900.0,9.31
Tommy Pham,OF,2900.0,9.88
Willy Adames,SS,2900.0,9.76
Brenton Doyle,OF,2900.0,7.14
Alex Verdugo,OF,2900.0,9.44
Wilmer Flores,1B/3B/2B,2900.0,8.89
Jonah Heim,C,2900.0,9.79
Joey Votto,1B,2900.0,9.33
Max Kepler,OF,2900.0,9.4
Leody Taveras,OF,2900.0,9.11
Lourdes Gurriel Jr.,OF,2900.0,9.8
Edouard Julien,2B,2900.0,8.86
Wilyer Abreu,OF,2900.0,9.63
Randal Grichuk,OF,2900.0,9.22
Yainer Diaz,C,2900.0,9.65
Masataka Yoshida,OF,2900.0,9.91
Ryan Noda,1B,2900.0,9.14
Sal Frelick,OF,2900.0,9.32
Mike Yastrzemski,OF,2900.0,8.95
Jack Suwinski,OF,2900.0,9.7
Tommy Edman,SS/2B/OF,2900.0,9.0
Alec Bohm,3B/1B,2900.0,10.19
Esteury Ruiz,OF,2900.0,9.89
Jarred Kelenic,OF,2900.0,9.65
Taylor Walls,SS/3B/2B,2800.0,8.69
Austin Hays,OF,2800.0,9.21
Alan Trejo,SS,2800.0,5.09
Michael Brantley,OF,2800.0,8.09
Jake Fraley,OF,2800.0,9.64
Jordan Walker,OF,2800.0,9.13
Nick Martini,OF,2800.0,6.64
Jeremy Peña,SS,2800.0,8.99
Matt Wallner,OF,2800.0,9.62
Willi Castro,3B/SS/OF,2800.0,8.61
Harold Ramírez,OF,2800.0,8.64
Andrew Benintendi,OF,2800.0,8.27
Mike Tauchman,OF,2800.0,8.91
Jurickson Profar,OF,2800.0,8.05
Zach Neto,SS,2800.0,8.44
Miguel Rojas,SS/2B,2800.0,6.2
Michael Conforto,OF,2800.0,8.63
Eloy Jiménez,OF,2800.0,9.18
Joey Meneses,1B,2800.0,9.16
Brandon Marsh,OF,2800.0,8.76
Orlando Arcia,SS,2800.0,8.71
LaMonte Wade Jr.,1B,2800.0,8.69
Ty France,1B,2800.0,8.48
Kiké Hernández,2B/SS/OF,2800.0,7.19
Robbie Grossman,OF,2800.0,8.36
Eguy Rosario,SS,2800.0,9.77
Maikel Garcia,3B/SS,2800.0,9.19
Trevor Larnach,OF,2800.0,8.89
Geraldo Perdomo,SS/2B,2700.0,8.1
Yoán Moncada,3B,2700.0,7.94
Shea Langeliers,C,2700.0,7.91
JJ Bleday,OF,2700.0,8.09
Michael A. Taylor,OF,2700.0,7.31
Daulton Varsho,OF,2700.0,7.91
Ji Hwan Bae,2B/OF,2700.0,7.72
MJ Melendez,C/OF,2700.0,8.46
Josh Rojas,3B/2B,2700.0,7.3
Keibert Ruiz,C,2700.0,8.28
Carter Kieboom,3B,2700.0,6.91
Luis García,2B,2700.0,8.39
Liover Peguero,SS/2B,2700.0,7.73
Ezequiel Duran,SS/OF/3B,2700.0,8.36
Tony Kemp,2B/OF,2700.0,6.41
Mike Ford,1B,2700.0,7.64
J.D. Davis,3B,2700.0,8.46
Matt Chapman,3B,2700.0,9.1
Sean Bouchard,1B,2700.0,2.76
Eddie Rosario,OF,2700.0,8.72
Elvis Andrus,SS/2B,2700.0,7.62
DJ LeMahieu,3B/1B/2B,2700.0,8.1
Will Benson,OF,2700.0,8.51
Trent Grisham,OF,2700.0,7.88
Alex Kirilloff,1B/OF,2700.0,8.53
Edward Olivares,OF,2700.0,8.36
Connor Joe,1B/OF,2700.0,7.81
Ceddanne Rafaela,3B,2700.0,7.1
Kole Calhoun,OF,2700.0,8.74
Kyle Farmer,2B/3B/SS,2700.0,6.94
Drew Waters,OF,2700.0,8.08
Parker Meadows,OF,2700.0,9.16
Alexander Canario,OF,2600.0,9.67
Tyrone Taylor,OF,2600.0,7.47
Kyle Isbel,OF,2600.0,7.45
Connor Wong,C,2600.0,6.97
Oswald Peraza,SS/2B/3B,2600.0,6.2
Dairon Blanco,OF,2600.0,6.56
Yan Gomes,C,2600.0,7.82
Anthony Volpe,SS,2600.0,8.61
Jake Rogers,C,2600.0,7.91
Trevor Story,2B/SS,2600.0,7.05
Victor Caratini,C,2600.0,7.5
Salvador Perez,C,2600.0,8.82
Alex Call,OF,2600.0,6.56
Mike Moustakas,1B/3B,2600.0,7.21
Junior Caminero,SS,2600.0,9.46
Donovan Solano,1B/2B/3B,2600.0,6.72
Garrett Cooper,1B,2600.0,7.89
Ramón Laureano,OF,2600.0,8.12
Jordan Westburg,SS/3B,2600.0,7.44
Patrick Wisdom,1B/3B/OF,2600.0,8.49
Jacob Young,OF,2600.0,7.97
Miguel Andujar,3B/OF,2600.0,8.6
Jake Bauers,1B/OF,2600.0,7.05
Austin Barnes,C,2600.0,4.77
Rowdy Tellez,1B,2600.0,6.71
Mitch Haniger,OF,2600.0,7.87
Joc Pederson,OF,2600.0,8.52
Aaron Hicks,OF,2600.0,8.07
Spencer Horwitz,1B,2600.0,6.7
Seth Brown,OF,2600.0,7.38
Johan Rojas,OF,2600.0,7.66
Henry Davis,C/OF,2600.0,8.45
Josh Donaldson,3B,2600.0,8.57
Bo Naylor,C,2600.0,9.19
Marco Luciano,SS,2500.0,6.68
Jared Walsh,1B,2500.0,5.09
Joshua Palacios,OF,2500.0,6.69
Yonny Hernández,3B/2B,2500.0,3.64
Michael Toglia,1B,2500.0,5.51
Michael Busch,3B,2500.0,5.41
Miguel Vargas,2B,2500.0,8.06
Gabriel Moreno,C,2500.0,7.55
Estevan Florial,OF,2500.0,8.45
Carlos Pérez,C/1B,2500.0,5.33
Hunter Renfroe,OF,2500.0,8.31
David Dahl,OF,2500.0,4.67
José Caballero,3B/2B/SS,2500.0,7.16
Jorge Mateo,SS,2500.0,7.65
Tucker Barnhart,C,2500.0,3.74
Harold Castro,1B/3B/OF,2500.0,4.65
Dominic Canzone,OF,2500.0,6.72
Óscar Mercado,OF,2500.0,3.9
Coco Montes,2B,2500.0,3.61
Adam Frazier,2B/OF,2500.0,7.66
Austin Wynns,C,2500.0,4.32
Tim Anderson,SS,2500.0,7.09
Nick Senzel,OF/2B/3B,2500.0,7.48
Cavan Biggio,2B/1B,2500.0,6.99
Patrick Bailey,C,2500.0,7.24
Mauricio Dubón,2B/SS/OF,2500.0,8.27
Travis Jankowski,OF,2500.0,6.43
Cole Tucker,OF/2B,2500.0,6.27
Kevin Newman,SS/2B/3B,2500.0,7.35
Javier Báez,SS,2500.0,7.79
Andy Ibáñez,3B/OF/2B,2500.0,7.0
Zach McKinstry,2B/3B/OF,2500.0,6.97
Ramón Urías,3B/2B/1B,2500.0,7.31
Alfonso Rivas,1B,2500.0,5.48
Jonny DeLuca,OF,2500.0,4.41
Connor Kaiser,SS,2500.0,0.0
Will Brennan,OF,2500.0,6.4
Alek Thomas,OF,2500.0,6.92
Andrew Knizner,C,2400.0,7.88
Gabriel Arias,1B/3B/SS,2400.0,5.28
Noelvi Marte,SS/3B,2400.0,7.88
Logan Porter,C,2400.0,7.76
Paul DeJong,SS,2400.0,6.86
Gavin Sheets,1B/OF,2400.0,5.43
Akil Baddoo,OF,2400.0,6.94
Andruw Monasterio,SS/2B/3B,2400.0,7.14
James McCann,C,2400.0,6.96
Brian Anderson,3B/OF,2400.0,7.58
Dominic Smith,1B,2400.0,7.06
Ji Man Choi,1B,2400.0,6.14
Myles Straw,OF,2400.0,6.23
Miguel Cabrera,1B,2400.0,6.1
Manuel Margot,OF,2400.0,7.27
Jake Cave,OF,2400.0,6.22
Heston Kjerstad,OF,2400.0,5.84
Nick Loftin,SS,2400.0,9.98
Tyler Stephenson,C,2400.0,7.44
Pete Crow-Armstrong,OF,2400.0,2.51
Endy Rodríguez,C,2400.0,6.07
Austin Wells,C,2400.0,8.23
Miguel Amaya,C,2400.0,6.41
David Fry,C/1B,2400.0,4.56
Jordan Diaz,2B,2400.0,5.85
Dylan Moore,OF/SS/2B,2400.0,6.25
Kevin Pillar,OF,2400.0,6.03
Michael Massey,2B,2400.0,7.21
Pablo Reyes,2B/SS,2400.0,6.75
Jake Alu,3B/2B,2400.0,5.94
Osleivis Basabe,SS,2400.0,6.52
Kevin Kiermaier,OF,2400.0,7.45
Richie Palacios,OF,2400.0,7.97
Jake McCarthy,OF,2400.0,7.12
Stuart Fairchild,OF,2400.0,6.27
Nicky Lopez,3B/2B/SS,2400.0,5.45
Luken Baker,1B,2300.0,4.66
Jake Meyers,OF,2300.0,6.54
Zack Short,SS/2B/3B,2300.0,4.58
Blake Perkins,OF,2300.0,6.13
Emmanuel Rivera,3B/1B,2300.0,6.5
Everson Pereira,OF,2300.0,6.35
Masyn Winn,SS,2300.0,5.44
Rob Refsnyder,OF,2300.0,6.16
Tyler Freeman,2B/3B,2300.0,4.96
Austin Slater,OF,2300.0,4.98
Alejandro Kirk,C,2300.0,6.39
Nick Pratto,OF/1B,2300.0,7.14
Tyler Fitzgerald,SS,2300.0,8.31
Eduardo Escobar,3B/2B,2300.0,5.75
Martín Maldonado,C,2300.0,6.07
Ildemaro Vargas,2B/SS/3B,2300.0,6.5
Yasmani Grandal,C,2300.0,6.09
Jace Peterson,2B/3B,2300.0,6.17
Trayce Thompson,OF,2300.0,4.78
Matt Thaiss,C,2300.0,6.48
Evan Longoria,3B,2300.0,7.01
Zach Remillard,3B/2B/OF,2300.0,5.81
Andre Lipcius,3B,2300.0,5.2
Blake Sabol,C/OF,2300.0,6.97
Jonathan Aranda,2B,2300.0,5.89
Matthew Batten,3B,2300.0,6.92
Brice Turang,2B/SS,2300.0,6.74
Kevin Smith,SS,2200.0,4.94
Kyle Higashioka,C,2200.0,5.7
Tyler Soderstrom,C,2200.0,4.25
Ernie Clement,2B/SS,2200.0,4.71
Jon Singleton,1B,2200.0,5.37
Matt Duffy,1B/2B/3B,2200.0,4.25
Tyler Nevin,3B,2200.0,4.32
Vaughn Grissom,SS,2200.0,5.97
Juan Yepez,1B/OF,2200.0,3.45
Aledmys Díaz,2B/SS/3B,2200.0,5.15
Brett Phillips,OF,2200.0,4.07
Christian Bethancourt,C,2200.0,6.55
Isiah Kiner-Falefa,SS/OF/3B,2200.0,6.55
David Fletcher,SS,2200.0,4.98
Ben Rortvedt,C,2200.0,3.38
Edmundo Sosa,3B/SS,2200.0,6.11
Christian Vázquez,C,2200.0,6.07
Jared Triolo,3B,2200.0,8.93
Jared Young,1B,2200.0,9.17
Jordan Luplow,OF,2200.0,4.66
Lenyn Sosa,2B/3B/SS,2200.0,4.86
René Pinto,C,2200.0,6.01
Luke Maile,C,2200.0,5.61
Curtis Mead,3B,2200.0,7.65
Nick Allen,SS,2200.0,4.59
Michael Stefanic,2B,2100.0,5.22
Rodolfo Castro,2B/SS/3B,2100.0,5.07
Sam Haggerty,2B/1B/OF,2100.0,4.79
Carson Kelly,C,2100.0,4.71
Jonathan Ornelas,3B,2100.0,1.54
Santiago Espinal,2B/3B/SS,2100.0,5.36
Grae Kessinger,SS,2100.0,2.68
Korey Lee,C,2100.0,2.96
Iván Herrera,C,2100.0,5.32
Jordan Lawlar,SS,2100.0,3.03
Sam Huff,C,2100.0,5.19
Heliot Ramos,OF,2100.0,3.73
Luis Matos,OF,2100.0,5.99
Reese McGuire,C,2100.0,4.86
Jason Delay,C,2100.0,5.04
Austin Hedges,C,2100.0,3.35
Michael Chavis,1B/2B/3B,2100.0,3.73
Bobby Dalbec,1B,2100.0,4.86
Garrett Stubbs,C,2100.0,4.66
José Azocar,OF,2100.0,4.35
Alika Williams,SS,2100.0,3.22
José Fermín,SS,2100.0,2.51
Luke Williams,2B/3B/SS,2100.0,2.42
Seby Zavala,C,2100.0,4.5
Andrew Stevenson,OF,2100.0,3.18
Matt Beaty,OF,2100.0,4.21
Lawrence Butler,OF,2100.0,4.87
Cam Gallagher,C,2100.0,2.42
Josh Smith,OF/SS/3B,2100.0,5.0
Samad Taylor,2B/OF,2100.0,5.36
José Tena,SS,2100.0,2.52
Oswaldo Cabrera,OF,2100.0,5.42
Cristian Pache,OF,2100.0,4.54
Jordyn Adams,OF,2100.0,1.62
Chad Wallach,C,2100.0,5.01
Miles Mastrobuoni,2B,2100.0,5.81
Vidal Bruján,2B,2000.0,4.04
Luis Torrens,C,2000.0,3.12
Kyle Garlick,OF,2000.0,4.45
Brayan Rocchio,SS,2000.0,5.73
Brian O'Keefe,C,2000.0,3.12
Cody Thomas,OF,2000.0,3.69
José Godoy,C,2000.0,2.21
Drew Maggi,3B,2000.0,5.23
David Hensley,2B/OF,2000.0,4.23
Tyler Heineman,C,2000.0,3.03
Weston Wilson,3B,2000.0,10.41
Chadwick Tromp,C,2000.0,2.61
Tyler Cropley,C,2000.0,3.25
Trey Mancini,1B/OF,2000.0,6.36
Corey Julks,OF,2000.0,7.54
César Salazar,C,2000.0,0.93
Franmil Reyes,OF,2000.0,5.44
Jason Vosler,1B/3B,2000.0,6.6
Tres Barrera,C,2000.0,0.0
David Villar,3B/2B,2000.0,5.6
Preston Tucker,OF,2000.0,0.0
Carlos Pérez,C,2000.0,2.94
Juniel Querecuto,3B,2000.0,1.28
Tristan Gray,SS,2000.0,10.85
Brandon Dixon,1B/OF,2000.0,4.92
Cade Marlowe,OF,2000.0,7.47
Oscar Gonzalez,OF,2000.0,5.13
Kyle Stowers,OF,2000.0,1.21
Braden Shewmake,SS,2000.0,0.0
Jonathan Schoop,2B/3B,2000.0,4.04
Adam Engel,OF,2000.0,0.0
Franchy Cordero,OF,2000.0,7.17
Pavin Smith,1B/OF,2000.0,7.07
Rafael Marchán,C,2000.0,0.0
Nick Maton,2B/3B,2000.0,6.04
Owen Miller,2B/3B/1B,2000.0,7.1
José Iglesias,2B/SS,2000.0,7.67
Taylor Trammell,OF,2000.0,6.17
Conner Capel,OF,2000.0,5.33
Eric Hosmer,1B,2000.0,5.88
Wil Myers,OF/1B,2000.0,6.3
Cal Stevenson,OF,2000.0,2.03
Israel Pineda,C,2000.0,2.29
Colton Cowser,OF,2000.0,5.38
Joey Ortiz,SS,2000.0,3.38
AJ Pollock,OF,2000.0,4.63
Nick Solak,OF,2000.0,1.6
Adam Haseley,OF,2000.0,2.54
Sandy León,C,2000.0,2.58
Cam Eden,OF,2000.0,1.6
Bubba Thompson,OF,2000.0,3.51
Caleb Hamilton,C,2000.0,0.75
Charlie Culberson,3B,2000.0,3.0
Ben Gamel,OF,2000.0,4.23
Tommy La Stella,2B/3B,2000.0,3.11
Wade Meckler,OF,2000.0,4.95
Taylor Motter,2B/3B,2000.0,2.84
Chris Okey,C,2000.0,0.0
Jean Segura,3B,2000.0,6.04
Johan Camargo,SS/3B,2000.0,3.12
TJ Hopkins,OF,2000.0,2.47
Nick Gonzales,2B/SS,2000.0,6.86
Manny Piña,C,2000.0,6.17
Clint Frazier,OF,2000.0,4.37
Tyler Wade,OF/2B/SS,2000.0,4.48
Hunter Dozier,3B/1B,2000.0,5.79
Andrew Velazquez,SS,2000.0,4.18
Billy Hamilton,OF,2000.0,6.13
Leury García,2B/SS,2000.0,4.87
Rougned Odor,2B/3B/OF,2000.0,5.86
Mike Zunino,C,2000.0,5.61
Irving López,2B,2000.0,0.0
Nick Ahmed,SS,2000.0,4.86
Buddy Kennedy,3B,2000.0,3.67
Jesús Aguilar,1B,2000.0,5.66
Jackie Bradley Jr.,OF,2000.0,3.18
Dalton Guthrie,OF,2000.0,1.73
Josh Lester,1B,2000.0,2.63
Corey Dickerson,OF,2000.0,5.43
Chris Owings,SS/2B,2000.0,1.09
Matt Reynolds,1B/SS,2000.0,3.09
Forrest Wall,OF,2000.0,5.5
Raimel Tapia,OF,2000.0,6.04
Derek Hill,OF,2000.0,4.23
Ehire Adrianza,SS/3B,2000.0,0.5
Austin Nola,C,2000.0,3.68
Christian Arroyo,2B,2000.0,6.11
Meibrys Viloria,C,2000.0,0.3
Eric Haase,C/OF,2000.0,5.25
Zack Collins,C,2000.0,6.0
Joey Bart,C,2000.0,4.54
Francisco Mejía,C,2000.0,6.62
Yu Chang,3B/SS,2000.0,6.28
Greg Allen,OF,2000.0,3.89
J.P. Martínez,OF,2000.0,4.78
Rylan Bannon,3B,2000.0,0.0
Canaan Smith-Njigba,OF,2000.0,4.4
Jahmai Jones,2B/OF,2000.0,4.98
Jake Lamb,1B,2000.0,5.41
Willie Calhoun,OF,2000.0,7.07
Isan Díaz,2B,2000.0,1.56
Blake Rutherford,OF,2000.0,2.54
Hanser Alberto,2B/3B,2000.0,6.73
Enmanuel Valdez,3B,2000.0,7.85
Mason McCoy,SS,2000.0,1.06
Nathan Lukes,OF,2000.0,1.92
Trey Cabbage,3B,2000.0,4.7
Edwin Ríos,3B,2000.0,2.76
Ryan McKenna,OF,2000.0,3.75
Kevin Padlo,3B,2000.0,3.06
Josh Harrison,3B/2B/OF,2000.0,4.33
Bligh Madris,OF,2000.0,3.31
Mark Kolozsvary,C,2000.0,0.0
Alejo Lopez,2B,2000.0,12.69
Nate Eaton,OF,2000.0,1.68
Diego Hernandez,OF,2000.0,0.0
Bryce Johnson,OF,2000.0,3.19
Brett Wisely,OF/2B,2000.0,3.82
Joey Wiemer,OF,2000.0,6.73
Abraham Toro,3B/2B,2000.0,10.58
Nelson Cruz,OF,2000.0,6.33
Taylor Kohlwey,OF,2000.0,1.2
José Rodríguez,2B/3B,2000.0,3.2
Ryan Kreidler,2B/3B/SS,2000.0,1.12
Diego Castillo,SS/2B,2000.0,0.0
Henry Ramos,OF,2000.0,7.1
Jose Herrera,C,2000.0,4.54
Vinny Capra,3B,2000.0,3.45
Casey Schmitt,3B/SS/2B,2000.0,5.33
Michael Brosseau,3B,2000.0,4.76
Anthony Bemboom,C,2000.0,1.71
Jonah Bride,3B,2000.0,3.8
Cooper Hummel,OF,2000.0,3.03
Drew Ellis,3B,2000.0,6.48
Darick Hall,1B,2000.0,3.43
Matt Mervis,1B,2000.0,6.26
Oscar Colás,OF,2000.0,6.21
Jose Barrero,SS/OF,2000.0,6.51
Michael Siani,OF,2000.0,1.74
Luis González,OF,2000.0,7.37
Kody Clemens,1B,2000.0,5.58
Brett Sullivan,C,2000.0,3.86
Jeter Downs,SS,2000.0,7.71
Livan Soto,SS,2000.0,5.34
Gilberto Celestino,OF,2000.0,4.81
Cal Mitchell,OF,2000.0,1.5
