name,position,cost,points
Endy Rodríguez,C,2400.0,5.94
Austin Wells,C,2400.0,6.25
Miguel Amaya,C,2400.0,6.54
David Fry,C/1B,2400.0,4.41
Jordan Diaz,2B,2400.0,5.91
Kevin Pillar,OF,2400.0,5.68
Andy Ibáñez,3B/OF/2B,2400.0,6.89
Jake Alu,3B/2B,2400.0,5.56
Kolten Wong,2B,2400.0,5.26
Paul DeJong,SS,2400.0,6.86
Brett Baty,3B,2400.0,6.44
Kevin Kiermaier,OF,2400.0,7.56
James McCann,C,2400.0,6.93
Nicky Lopez,3B/2B/SS,2400.0,5.5
Dominic Smith,1B,2400.0,7.19
Rafael Ortega,OF,2400.0,6.07
Myles Straw,OF,2400.0,6.23
Zack Short,SS/2B/3B,2300.0,4.74
Miguel Rojas,SS/2B,2300.0,6.41
Everson Pereira,OF,2300.0,6.36
Daniel Vogelbach,1B,2300.0,7.17
Kiké Hernández,2B/SS/OF,2300.0,7.29
Tyler Freeman,2B/3B,2300.0,5.26
Andre Lipcius,3B,2300.0,5.64
Alejandro Kirk,C,2300.0,6.46
Mark Vientos,3B/1B,2300.0,6.54
Blake Sabol,C/OF,2300.0,7.14
Ildemaro Vargas,2B/SS/3B,2300.0,6.48
Kevin Smith,SS,2200.0,5.18
Isiah Kiner-Falefa,SS/OF/3B,2200.0,6.54
Kyle Higashioka,C,2200.0,5.7
Joshua Palacios,OF,2200.0,6.59
Tyler Soderstrom,C,2200.0,4.39
Ernie Clement,2B/SS,2200.0,4.71
Jonathan Araúz,2B,2200.0,3.96
Ben Rortvedt,C,2200.0,3.4
Edmundo Sosa,3B/SS,2200.0,6.17
Jared Triolo,3B,2200.0,8.07
Austin Slater,OF,2200.0,5.0
Tyler Nevin,3B,2200.0,4.6
Vaughn Grissom,SS,2200.0,5.97
Luis Guillorme,2B/3B/SS,2200.0,3.94
Aledmys Díaz,2B/SS/3B,2200.0,5.22
Nick Allen,SS,2200.0,4.61
Jason Delay,C,2100.0,4.97
Rodolfo Castro,2B/SS/3B,2100.0,5.09
Carson Kelly,C,2100.0,4.28
Gabriel Arias,1B/3B/SS,2100.0,5.37
Santiago Espinal,2B/3B/SS,2100.0,5.31
Michael Chavis,1B/2B/3B,2100.0,3.73
Garrett Stubbs,C,2100.0,4.66
Alika Williams,SS,2100.0,3.53
Tim Locastro,OF,2100.0,3.73
Luke Williams,2B/3B/SS,2100.0,2.68
Austin Barnes,C,2100.0,4.56
Lawrence Butler,OF,2100.0,5.08
Omar Narváez,C,2100.0,4.27
Cam Gallagher,C,2100.0,2.46
Luis Matos,OF,2100.0,6.21
José Tena,SS,2100.0,3.1
Oswaldo Cabrera,OF,2100.0,5.54
Cristian Pache,OF,2100.0,4.58
Miles Mastrobuoni,2B,2100.0,5.13
Miguel Cabrera,1B,2100.0,6.24
Marco Luciano,SS,2000.0,5.34
Brayan Rocchio,SS,2000.0,5.73
Mike Zunino,C,2000.0,5.61
Tomás Nido,C,2000.0,2.02
Cody Thomas,OF,2000.0,3.69
José Godoy,C,2000.0,2.21
Buddy Kennedy,3B,2000.0,3.67
Drew Maggi,3B,2000.0,5.23
Jesús Aguilar,1B,2000.0,5.66
Tyler Heineman,C,2000.0,2.87
Danny Mendick,2B/SS,2000.0,2.64
Weston Wilson,3B,2000.0,10.41
Chadwick Tromp,C,2000.0,2.61
Dalton Guthrie,OF,2000.0,1.73
Josh Lester,1B,2000.0,2.63
Franmil Reyes,OF,2000.0,5.44
David Villar,3B/2B,2000.0,5.6
Corey Dickerson,OF,2000.0,5.43
Chris Owings,SS/2B,2000.0,1.09
Óscar Mercado,OF,2000.0,3.9
Forrest Wall,OF,2000.0,3.05
Derek Hill,OF,2000.0,4.23
Meibrys Viloria,C,2000.0,0.3
Eric Haase,C/OF,2000.0,5.25
Zack Collins,C,2000.0,6.0
Joey Bart,C,2000.0,4.54
Canaan Smith-Njigba,OF,2000.0,4.4
Jake Lamb,1B,2000.0,5.41
Willie Calhoun,OF,2000.0,7.07
Michael Pérez,C,2000.0,9.1
Isan Díaz,2B,2000.0,1.56
Blake Rutherford,OF,2000.0,2.54
Mason McCoy,SS,2000.0,1.06
Nathan Lukes,OF,2000.0,1.92
Edwin Ríos,3B,2000.0,2.76
Ryan McKenna,OF,2000.0,3.8
Oscar Gonzalez,OF,2000.0,5.13
Kyle Stowers,OF,2000.0,1.21
Braden Shewmake,SS,2000.0,0.0
Bryce Johnson,OF,2000.0,3.19
Yonny Hernández,3B/2B,2000.0,3.64
Jonny DeLuca,OF,2000.0,4.41
Jonathan Schoop,2B/3B,2000.0,4.04
Michael Busch,3B,2000.0,5.41
Brett Wisely,OF/2B,2000.0,3.82
Franchy Cordero,OF,2000.0,7.17
Miguel Vargas,2B,2000.0,8.06
Jared Young,1B,2000.0,8.24
Rafael Marchán,C,2000.0,0.0
Nick Maton,2B/3B,2000.0,6.04
Conner Capel,OF,2000.0,5.33
Eric Hosmer,1B,2000.0,5.88
Cal Stevenson,OF,2000.0,2.03
Israel Pineda,C,2000.0,2.29
Colton Cowser,OF,2000.0,5.38
Joey Ortiz,SS,2000.0,3.38
AJ Pollock,OF,2000.0,4.63
Ryan Kreidler,2B/3B/SS,2000.0,1.12
Nick Solak,OF,2000.0,1.6
Abraham Almonte,OF,2000.0,1.52
Sandy León,C,2000.0,2.58
Heliot Ramos,OF,2000.0,4.3
Charlie Culberson,3B,2000.0,3.0
Vinny Capra,3B,2000.0,3.45
Wade Meckler,OF,2000.0,4.95
Casey Schmitt,3B/SS/2B,2000.0,5.33
Anthony Bemboom,C,2000.0,1.71
Jonah Bride,3B,2000.0,3.8
Jean Segura,3B,2000.0,6.04
Drew Ellis,3B,2000.0,6.48
Darick Hall,1B,2000.0,3.43
Johan Camargo,SS/3B,2000.0,3.12
Matt Mervis,1B,2000.0,6.26
Nick Gonzales,2B/SS,2000.0,6.86
Manny Piña,C,2000.0,6.17
Luis González,OF,2000.0,7.37
Kody Clemens,1B,2000.0,5.58
Tyler Wade,OF/2B/SS,2000.0,4.48
David Dahl,OF,2000.0,4.67
Jeter Downs,SS,2000.0,7.71
Luke Voit,1B,2000.0,4.95
Andrew Velazquez,SS,2000.0,4.18
Cal Mitchell,OF,2000.0,1.5
Tucker Barnhart,C,2000.0,3.74
